raw_city,raw_state,standardized_city,standardized_state,match_method
conceicao do para,MG,Conceição do Pará,MG,municipio
conceicao do rio verde,MG,Conceição do Rio Verde,MG,municipio
conceicao dos ouros,MG,Conceição dos Ouros,MG,municipio
conceição da aparecida,MG,Conceição da Aparecida,MG,municipio
conceição da barra de minas,MG,Conceição da Barra de Minas,MG,municipio
conceição das alagoas,MG,Conceição das Alagoas,MG,municipio
conceição das pedras,MG,Conceição das Pedras,MG,municipio
conceição de tronqueiras,MG,Coroaci,MG,distrito
conceição do capim,MG,Aimorés,MG,distrito
conceição do mato dentro,MG,Conceição do Mato Dentro,MG,municipio
conceição do pará,MG,Conceição do Pará,MG,municipio
conceição do rio verde,MG,Conceição do Rio Verde,MG,municipio
conceição dos ouros,MG,Conceição dos Ouros,MG,municipio
concordia de mucuri,MG,Ladainha,MG,viacep
conego marinho,MG,Cônego Marinho,MG,municipio
confins,MG,Confins,MG,municipio
congonhal,MG,Congonhal,MG,municipio
congonhas,MG,Congonhas,MG,municipio
congonhas do norte,MG,Congonhas do Norte,MG,municipio
conquista,MG,Conquista,MG,municipio
conselheiro lafaiete,MG,Conselheiro Lafaiete,MG,municipio
conselheiro pena,MG,Conselheiro Pena,MG,municipio
consolacao,MG,Consolação,MG,municipio
contagem,MG,Contagem,MG,municipio
coqueiral,MG,Coqueiral,MG,municipio
coracao de jesus,MG,Coração de Jesus,MG,municipio
coração de jesus,MG,Coração de Jesus,MG,municipio
cordisburgo,MG,Cordisburgo,MG,municipio
cordislandia,MG,Cordislândia,MG,municipio
corinto,MG,Corinto,MG,municipio
coroaci,MG,Coroaci,MG,municipio
coromandel,MG,Coromandel,MG,municipio
coronel fabriciano,MG,Coronel Fabriciano,MG,municipio
coronel murta,MG,Coronel Murta,MG,municipio
coronel pacheco,MG,Coronel Pacheco,MG,municipio
coronel xavier chaves,MG,Coronel Xavier Chaves,MG,municipio
corrego danta,MG,Córrego Danta,MG,municipio
corrego do bom jesus,MG,Córrego do Bom Jesus,MG,municipio
corrego do ouro,MG,Campos Gerais,MG,distrito
corrego fundo,MG,Córrego Fundo,MG,municipio
corrego novo,MG,Córrego Novo,MG,municipio
correia de almeida,MG,Barbacena,MG,distrito
correntinho,MG,Guanhães,MG,distrito
costas da mantiqueira,MG,Barbacena,MG,distrito
couto de magalhaes de minas,MG,Couto de Magalhães de Minas,MG,municipio
couto de magalhães de minas,MG,Couto de Magalhães de Minas,MG,municipio
crisolia,MG,Ouro Fino,MG,distrito
crisolita,MG,Crisólita,MG,municipio
cristais,MG,Cristais,MG,municipio
cristalia,MG,Cristália,MG,municipio
cristiano otoni,MG,Cristiano Otoni,MG,municipio
cristina,MG,Cristina,MG,municipio
cristália,MG,Cristália,MG,municipio
crucilandia,MG,Crucilândia,MG,municipio
crucilândia,MG,Crucilândia,MG,municipio
cruzeiro da fortaleza,MG,Cruzeiro da Fortaleza,MG,municipio
cruzilia,MG,Cruzília,MG,municipio
cruzília,MG,Cruzília,MG,municipio
cuite velho,MG,Conselheiro Pena,MG,viacep
cuparaque,MG,Cuparaque,MG,municipio
curral de dentro,MG,Curral de Dentro,MG,municipio
curvelo,MG,Curvelo,MG,municipio
cássia,MG,Cássia,MG,municipio
córrego danta,MG,Córrego Danta,MG,municipio
córrego do bom jesus,MG,Córrego do Bom Jesus,MG,municipio
córrego do ouro,MG,Campos Gerais,MG,distrito
córrego novo,MG,Córrego Novo,MG,municipio
datas,MG,Datas,MG,municipio
delfim moreira,MG,Delfim Moreira,MG,municipio
delfinopolis,MG,Delfinópolis,MG,municipio
delfinópolis,MG,Delfinópolis,MG,municipio
delta,MG,Delta,MG,municipio
descoberto,MG,Descoberto,MG,municipio
desembargador otoni,MG,Diamantina,MG,distrito
desterro de entre rios,MG,Desterro de Entre Rios,MG,municipio
desterro do melo,MG,Desterro do Melo,MG,municipio
diamantina,MG,Diamantina,MG,municipio
diogo de vasconcelos,MG,Diogo de Vasconcelos,MG,municipio
dionisio,MG,Dionísio,MG,municipio
dionísio,MG,Dionísio,MG,municipio
divinesia,MG,Divinésia,MG,municipio
divino,MG,Divino,MG,municipio
divino das laranjeiras,MG,Divino das Laranjeiras,MG,municipio
divino espirito santo,MG,Alterosa,MG,distrito
divino espírito santo,MG,Alterosa,MG,distrito
divinolandia de minas,MG,Divinolândia de Minas,MG,municipio
divinolândia de minas,MG,Divinolândia de Minas,MG,municipio
divinopolis,MG,Divinópolis,MG,municipio
divinésia,MG,Divinésia,MG,municipio
divinópolis,MG,Divinópolis,MG,municipio
divisa alegre,MG,Divisa Alegre,MG,municipio
divisa nova,MG,Divisa Nova,MG,municipio
divisopolis,MG,Divisópolis,MG,municipio
divisópolis,MG,Divisópolis,MG,municipio
dois de abril,MG,Palmópolis,MG,distrito
dom bosco,MG,Dom Bosco,MG,municipio
dom cavati,MG,Dom Cavati,MG,municipio
dom joaquim,MG,Dom Joaquim,MG,municipio
dom silverio,MG,Dom Silvério,MG,municipio
dom silvério,MG,Dom Silvério,MG,municipio
dom vicoso,MG,Dom Viçoso,MG,municipio
dona euzebia,MG,Dona Euzébia,MG,municipio
dona euzébia,MG,Dona Euzébia,MG,municipio
dores de campos,MG,Dores de Campos,MG,municipio
dores de guanhaes,MG,Dores de Guanhães,MG,municipio
dores de guanhães,MG,Dores de Guanhães,MG,municipio
dores do indaia,MG,Dores do Indaiá,MG,municipio
dores do indaiá,MG,Dores do Indaiá,MG,municipio
dores do paraibuna,MG,Santos Dumont,MG,distrito
dores do turvo,MG,Dores do Turvo,MG,municipio
doresopolis,MG,Doresópolis,MG,municipio
doresópolis,MG,Doresópolis,MG,municipio
douradoquara,MG,Douradoquara,MG,municipio
durande,MG,Durandé,MG,municipio
durandé,MG,Durandé,MG,municipio
eloi mendes,MG,Elói Mendes,MG,municipio
elói mendes,MG,Elói Mendes,MG,municipio
engenheiro caldas,MG,Engenheiro Caldas,MG,municipio
engenheiro navarro,MG,Engenheiro Navarro,MG,municipio
engenheiro schnoor,MG,Araçuaí,MG,distrito
engenho do ribeiro,MG,Bom Despacho,MG,distrito
entre folhas,MG,Entre Folhas,MG,municipio
entre rios de minas,MG,Entre Rios de Minas,MG,municipio
epaminondas otoni,MG,Carlos Chagas,MG,distrito
ervalia,MG,Ervália,MG,municipio
ervália,MG,Ervália,MG,municipio
esmeraldas,MG,Esmeraldas,MG,municipio
esmeraldas de ferros,MG,Ferros,MG,distrito
espera feliz,MG,Espera Feliz,MG,municipio
espinosa,MG,Espinosa,MG,municipio
espirito santo do dourado,MG,Espírito Santo do Dourado,MG,municipio
espírito santo do dourado,MG,Espírito Santo do Dourado,MG,municipio
esteios,MG,Luz,MG,distrito
estevao de araujo,MG,Araponga,MG,distrito
estiva,MG,Estiva,MG,municipio
estrela da barra,MG,Carneirinho,MG,distrito
estrela dalva,MG,Estrela Dalva,MG,municipio
estrela de jordania,MG,Jordânia,MG,distrito
estrela de jordânia,MG,Jordânia,MG,distrito
estrela do indaia,MG,Estrela do Indaiá,MG,municipio
estrela do indaiá,MG,Estrela do Indaiá,MG,municipio
estrela do sul,MG,Estrela do Sul,MG,municipio
eugenopolis,MG,Eugenópolis,MG,municipio
eugenópolis,MG,Eugenópolis,MG,municipio
ewbank da camara,MG,Ewbank da Câmara,MG,municipio
extrema,MG,Extrema,MG,municipio
fama,MG,Fama,MG,municipio
faria lemos,MG,Faria Lemos,MG,municipio
felicio dos santos,MG,Felício dos Santos,MG,municipio
felisburgo,MG,Felisburgo,MG,municipio
felixlandia,MG,Felixlândia,MG,municipio
felixlândia,MG,Felixlândia,MG,municipio
felício dos santos,MG,Felício dos Santos,MG,municipio
fernandes tourinho,MG,Fernandes Tourinho,MG,municipio
ferros,MG,Ferros,MG,municipio
ferruginha,MG,Conselheiro Pena,MG,distrito
fervedouro,MG,Fervedouro,MG,municipio
floresta,MG,Central de Minas,MG,distrito
florestal,MG,Florestal,MG,municipio
fonseca,MG,Alvinópolis,MG,distrito
formiga,MG,Formiga,MG,municipio
formoso,MG,Formoso,MG,municipio
fortaleza de minas,MG,Fortaleza de Minas,MG,municipio
fortuna de minas,MG,Fortuna de Minas,MG,municipio
francisco badaro,MG,Francisco Badaró,MG,municipio
francisco badaró,MG,Francisco Badaró,MG,municipio
francisco dumont,MG,Francisco Dumont,MG,municipio
francisco sa,MG,Francisco Sá,MG,municipio
francisco sá,MG,Francisco Sá,MG,municipio
franciscopolis,MG,Franciscópolis,MG,municipio
franciscópolis,MG,Franciscópolis,MG,municipio
frei gaspar,MG,Frei Gaspar,MG,municipio
frei inocencio,MG,Frei Inocêncio,MG,municipio
frei inocêncio,MG,Frei Inocêncio,MG,municipio
frei lagonegro,MG,Frei Lagonegro,MG,municipio
fronteira,MG,Fronteira,MG,municipio
fronteira dos vales,MG,Fronteira dos Vales,MG,municipio
fruta de leite,MG,Fruta de Leite,MG,municipio
frutal,MG,Frutal,MG,municipio
funilandia,MG,Funilândia,MG,municipio
funilândia,MG,Funilândia,MG,municipio
furquim,MG,Mariana,MG,distrito
galileia,MG,Galiléia,MG,municipio
galiléia,MG,Galiléia,MG,municipio
gameleiras,MG,Gameleiras,MG,municipio
glaucilandia,MG,Glaucilândia,MG,municipio
glaura,MG,Ouro Preto,MG,distrito
goiabal,MG,Governador Valadares,MG,distrito
goiabeira,MG,Goiabeira,MG,municipio
goiana,MG,Goianá,MG,municipio
goianá,MG,Goianá,MG,municipio
goncalves,MG,Gonçalves,MG,municipio
gonzaga,MG,Gonzaga,MG,municipio
gonçalves,MG,Gonçalves,MG,municipio
gororos,MG,Dom Joaquim,MG,distrito
gororós,MG,Dom Joaquim,MG,distrito
gouvea,MG,Gouveia,MG,fuzzy
gouveia,MG,Gouveia,MG,municipio
governador valadares,MG,Governador Valadares,MG,municipio
granada,MG,Abre Campo,MG,distrito
grao mogol,MG,Grão Mogol,MG,municipio
grota,MG,Jequeri,MG,distrito
grupiara,MG,Grupiara,MG,municipio
grão mogol,MG,Grão Mogol,MG,municipio
guaicui,MG,Várzea da Palma,MG,distrito
guanhaes,MG,Guanhães,MG,municipio
guanhães,MG,Guanhães,MG,municipio
guape,MG,Guapé,MG,municipio
guapé,MG,Guapé,MG,municipio
guaraciaba,MG,Guaraciaba,MG,municipio
guaraciama,MG,Guaraciama,MG,municipio
guaranesia,MG,Guaranésia,MG,municipio
guarani,MG,Guarani,MG,municipio
guaranésia,MG,Guaranésia,MG,municipio
guarara,MG,Guarará,MG,municipio
guarará,MG,Guarará,MG,municipio
guarda dos ferreiros,MG,São Gotardo,MG,distrito
guarda-mor,MG,Guarda-Mor,MG,municipio
guardinha,MG,São Sebastião do Paraíso,MG,distrito
guaxima,MG,Conquista,MG,distrito
guaxupe,MG,Guaxupé,MG,municipio
guaxupé,MG,Guaxupé,MG,municipio
guidoval,MG,Guidoval,MG,municipio
guimarania,MG,Guimarânia,MG,municipio
guimarânia,MG,Guimarânia,MG,municipio
guinda,MG,Diamantina,MG,distrito
guiricema,MG,Guiricema,MG,municipio
gurinhata,MG,Gurinhatã,MG,municipio
gurinhatã,MG,Gurinhatã,MG,municipio
heliodora,MG,Heliodora,MG,municipio
honorópolis,MG,Campina Verde,MG,distrito
iapu,MG,Iapu,MG,municipio
ibertioga,MG,Ibertioga,MG,municipio
ibia,MG,Ibiá,MG,municipio
ibiai,MG,Ibiaí,MG,municipio
ibiaí,MG,Ibiaí,MG,municipio
ibiracatu,MG,Ibiracatu,MG,municipio
ibiraci,MG,Ibiraci,MG,municipio
ibirite,MG,Ibirité,MG,municipio
ibirité,MG,Ibirité,MG,municipio
ibitira,MG,Martinho Campos,MG,distrito
ibitiura de minas,MG,Ibitiúra de Minas,MG,municipio
ibitiúra de minas,MG,Ibitiúra de Minas,MG,municipio
ibituruna,MG,Ibituruna,MG,municipio
ibiá,MG,Ibiá,MG,municipio
icarai de minas,MG,Icaraí de Minas,MG,municipio
icaraí de minas,MG,Icaraí de Minas,MG,municipio
igarape,MG,Igarapé,MG,municipio
igarapé,MG,Igarapé,MG,municipio
igaratinga,MG,Igaratinga,MG,municipio
iguatama,MG,Iguatama,MG,municipio
ijaci,MG,Ijaci,MG,municipio
ilicinea,MG,Ilicínea,MG,municipio
ilicínea,MG,Ilicínea,MG,municipio
imbe de minas,MG,Imbé de Minas,MG,municipio
imbé de minas,MG,Imbé de Minas,MG,municipio
inconfidentes,MG,Inconfidentes,MG,municipio
indaiabira,MG,Indaiabira,MG,municipio
independencia,MG,Resplendor,MG,distrito
indianopolis,MG,Indianópolis,MG,municipio
indianópolis,MG,Indianópolis,MG,municipio
ingai,MG,Ingaí,MG,municipio
ingaí,MG,Ingaí,MG,municipio
inhapim,MG,Inhapim,MG,municipio
inhauma,MG,Inhaúma,MG,municipio
inhaúma,MG,Inhaúma,MG,municipio
inimutaba,MG,Inimutaba,MG,municipio
ipaba,MG,Ipaba,MG,municipio
ipanema,MG,Ipanema,MG,municipio
ipatinga,MG,Ipatinga,MG,municipio
ipiacu,MG,Ipiaçu,MG,municipio
ipiaçu,MG,Ipiaçu,MG,municipio
ipoema,MG,Itabira,MG,distrito
ipuiuna,MG,Ipuiúna,MG,municipio
ipuiúna,MG,Ipuiúna,MG,municipio
irai de minas,MG,Iraí de Minas,MG,municipio
iraí de minas,MG,Iraí de Minas,MG,municipio
itabira,MG,Itabira,MG,municipio
itabirinha,MG,Itabirinha,MG,municipio
itabirinha de mantena,MG,Itabirinha,MG,viacep
itabirito,MG,Itabirito,MG,municipio
itacambira,MG,Itacambira,MG,municipio
itacarambi,MG,Itacarambi,MG,municipio
itaguara,MG,Itaguara,MG,municipio
itaim,MG,Cachoeira de Minas,MG,distrito
itaipe,MG,Itaipé,MG,municipio
itaipé,MG,Itaipé,MG,municipio
itajuba,MG,Itajubá,MG,municipio
itajubá,MG,Itajubá,MG,municipio
itamarandiba,MG,Itamarandiba,MG,municipio
itamarati de minas,MG,Itamarati de Minas,MG,municipio
itambacuri,MG,Itambacuri,MG,municipio
itambe do mato dentro,MG,Itambé do Mato Dentro,MG,municipio
itambé do mato dentro,MG,Itambé do Mato Dentro,MG,municipio
itamogi,MG,Itamogi,MG,municipio
itamonte,MG,Itamonte,MG,municipio
itanhandu,MG,Itanhandu,MG,municipio
itanhomi,MG,Itanhomi,MG,municipio
itaobim,MG,Itaobim,MG,municipio
itapagipe,MG,Itapagipe,MG,municipio
itapecerica,MG,Itapecerica,MG,municipio
itapeva,MG,Itapeva,MG,municipio
itapiru,MG,Rubim,MG,distrito
itapirucu,MG,Palma,MG,distrito
itatiaiucu,MG,Itatiaiuçu,MG,municipio
itatiaiuçu,MG,Itatiaiuçu,MG,municipio
itau de minas,MG,Itaú de Minas,MG,municipio
itauna,MG,Itaúna,MG,municipio
itaverava,MG,Itaverava,MG,municipio
itaú de minas,MG,Itaú de Minas,MG,municipio
itaúna,MG,Itaúna,MG,municipio
itinga,MG,Itinga,MG,municipio
itueta,MG,Itueta,MG,municipio
ituiutaba,MG,Ituiutaba,MG,municipio
itumirim,MG,Itumirim,MG,municipio
iturama,MG,Iturama,MG,municipio
itutinga,MG,Itutinga,MG,municipio
jaboticatubas,MG,Jaboticatubas,MG,municipio
jacinto,MG,Jacinto,MG,municipio
jacui,MG,Jacuí,MG,municipio
jacutinga,MG,Jacutinga,MG,municipio
jacuí,MG,Jacuí,MG,municipio
jaguaracu,MG,Jaguaraçu,MG,municipio
jaiba,MG,Jaíba,MG,municipio
jampruca,MG,Jampruca,MG,municipio
janauba,MG,Janaúba,MG,municipio
janaúba,MG,Janaúba,MG,municipio
januaria,MG,Januária,MG,municipio
januária,MG,Januária,MG,municipio
japaraiba,MG,Japaraíba,MG,municipio
japaraíba,MG,Japaraíba,MG,municipio
japonvar,MG,Japonvar,MG,municipio
jaíba,MG,Jaíba,MG,municipio
jeceaba,MG,Jeceaba,MG,municipio
jenipapo de minas,MG,Jenipapo de Minas,MG,municipio
jequeri,MG,Jequeri,MG,municipio
jequitai,MG,Jequitaí,MG,municipio
jequitaí,MG,Jequitaí,MG,municipio
jequitiba,MG,Jequitibá,MG,municipio
jequitibá,MG,Jequitibá,MG,municipio
jequitinhonha,MG,Jequitinhonha,MG,municipio
jesuania,MG,Jesuânia,MG,municipio
jesuânia,MG,Jesuânia,MG,municipio
joaima,MG,Joaíma,MG,municipio
joanesia,MG,Joanésia,MG,municipio
joanésia,MG,Joanésia,MG,municipio
joao monlevade,MG,João Monlevade,MG,municipio
joao pinheiro,MG,João Pinheiro,MG,municipio
joaquim felicio,MG,Joaquim Felício,MG,municipio
joaquim felício,MG,Joaquim Felício,MG,municipio
joaíma,MG,Joaíma,MG,municipio
jordania,MG,Jordânia,MG,municipio
jordânia,MG,Jordânia,MG,municipio
jose goncalves de minas,MG,José Gonçalves de Minas,MG,municipio
jose raydan,MG,José Raydan,MG,municipio
josenopolis,MG,Josenópolis,MG,municipio
josé gonçalves de minas,MG,José Gonçalves de Minas,MG,municipio
josé raydan,MG,José Raydan,MG,municipio
joão monlevade,MG,João Monlevade,MG,municipio
joão pinheiro,MG,João Pinheiro,MG,municipio
juatuba,MG,Juatuba,MG,municipio
juiz de fora,MG,Juiz de Fora,MG,municipio
juramento,MG,Juramento,MG,municipio
juruaia,MG,Juruaia,MG,municipio
juvenilia,MG,Juvenília,MG,municipio
juvenília,MG,Juvenília,MG,municipio
juíz de fora,MG,Juiz de Fora,MG,municipio
ladainha,MG,Ladainha,MG,municipio
lagamar,MG,Lagamar,MG,municipio
lagoa da prata,MG,Lagoa da Prata,MG,municipio
lagoa dos patos,MG,Lagoa dos Patos,MG,municipio
lagoa dourada,MG,Lagoa Dourada,MG,municipio
lagoa formosa,MG,Lagoa Formosa,MG,municipio
lagoa grande,MG,Lagoa Grande,MG,municipio
lagoa santa,MG,Lagoa Santa,MG,municipio
lajinha,MG,Lajinha,MG,municipio
lambari,MG,Lambari,MG,municipio
lamim,MG,Lamim,MG,municipio
lamounier,MG,Itapecerica,MG,distrito
laranjal,MG,Laranjal,MG,municipio
lassance,MG,Lassance,MG,municipio
lavras,MG,Lavras,MG,municipio
lavras mg,MG,Lavras,MG,fuzzy
lavras novas,MG,Ouro Preto,MG,distrito
leandro ferreira,MG,Leandro Ferreira,MG,municipio
leme do prado,MG,Leme do Prado,MG,municipio
leopoldina,MG,Leopoldina,MG,municipio
liberdade,MG,Liberdade,MG,municipio
lima duarte,MG,Lima Duarte,MG,municipio
limeira d oeste,MG,Limeira do Oeste,MG,fuzzy
limeira de mantena,MG,Mantena,MG,distrito
limeira do oeste,MG,Limeira do Oeste,MG,municipio
limeira do oeste mg,MG,Limeira do Oeste,MG,fuzzy
lontra,MG,Lontra,MG,municipio
luisburgo,MG,Luisburgo,MG,municipio
luislandia,MG,Luislândia,MG,municipio
luislândia,MG,Luislândia,MG,municipio
luiz pires de minas,MG,Coração de Jesus,MG,distrito
luizlandia do oeste,MG,João Pinheiro,MG,distrito
luizlândia do oeste,MG,João Pinheiro,MG,distrito
luminarias,MG,Luminárias,MG,municipio
luminosa,MG,Brazópolis,MG,distrito
luminárias,MG,Luminárias,MG,municipio
luz,MG,Luz,MG,municipio
machacalis,MG,Machacalis,MG,municipio
machado,MG,Machado,MG,municipio
macuco,MG,Muriaé,MG,manual_review
macuco de minas,MG,Itumirim,MG,distrito
madre de deus de minas,MG,Madre de Deus de Minas,MG,municipio
major porto,MG,Patos de Minas,MG,distrito
malacacheta,MG,Malacacheta,MG,municipio
mamonas,MG,Mamonas,MG,municipio
manga,MG,Manga,MG,municipio
manhuacu,MG,Manhuaçu,MG,municipio
manhuaçu,MG,Manhuaçu,MG,municipio
manhumirim,MG,Manhumirim,MG,municipio
mantena,MG,Mantena,MG,municipio
mantiqueira do palmital,MG,Barbacena,MG,distrito
mar de espanha,MG,Mar de Espanha,MG,municipio
marambainha,MG,Caraí,MG,distrito
maravilhas,MG,Maravilhas,MG,municipio
maria da fe,MG,Maria da Fé,MG,municipio
maria da fé,MG,Maria da Fé,MG,municipio
mariana,MG,Mariana,MG,municipio
marilac,MG,Marilac,MG,municipio
mario campos,MG,Mário Campos,MG,municipio
maripa de minas,MG,Maripá de Minas,MG,municipio
marlieria,MG,Marliéria,MG,municipio
marliéria,MG,Marliéria,MG,municipio
marmelopolis,MG,Marmelópolis,MG,municipio
marmelópolis,MG,Marmelópolis,MG,municipio
martinesia,MG,Uberlândia,MG,distrito
martinho campos,MG,Martinho Campos,MG,municipio
martins guimaraes,MG,Lagoa da Prata,MG,distrito
martins soares,MG,Martins Soares,MG,municipio
mata verde,MG,Mata Verde,MG,municipio
materlandia,MG,Materlândia,MG,municipio
materlândia,MG,Materlândia,MG,municipio
mateus leme,MG,Mateus Leme,MG,municipio
mathias lobato,MG,Mathias Lobato,MG,municipio
matias barbosa,MG,Matias Barbosa,MG,municipio
matias cardoso,MG,Matias Cardoso,MG,municipio
matipo,MG,Matipó,MG,municipio
matipó,MG,Matipó,MG,municipio
mato verde,MG,Mato Verde,MG,municipio
matozinhos,MG,Matozinhos,MG,municipio
matutina,MG,Matutina,MG,municipio
medeiros,MG,Medeiros,MG,municipio
medina,MG,Medina,MG,municipio
melo viana,MG,Esmeraldas,MG,distrito
mendes pimentel,MG,Mendes Pimentel,MG,municipio
mendonca,MG,Veredinha,MG,distrito
merces,MG,Mercês,MG,municipio
merces de agua limpa,MG,São Tiago,MG,distrito
mercês,MG,Mercês,MG,municipio
mercês de água limpa,MG,São Tiago,MG,distrito
mesquita,MG,Mesquita,MG,municipio
milho verde,MG,Serro,MG,distrito
minas gerais,MG,Campo do Meio,MG,viacep
minas novas,MG,Minas Novas,MG,municipio
minduri,MG,Minduri,MG,municipio
mirabela,MG,Mirabela,MG,municipio
miradouro,MG,Miradouro,MG,municipio
mirai,MG,Miraí,MG,municipio
miravania,MG,Miravânia,MG,municipio
miraí,MG,Miraí,MG,municipio
mocambeiro,MG,Matozinhos,MG,distrito
moeda,MG,Moeda,MG,municipio
moema,MG,Moema,MG,municipio
monjolos,MG,Monjolos,MG,municipio
monsenhor horta,MG,Mariana,MG,distrito
